code,Country  ,Gcountry,Continent,Location  ,Type  ,Sub Type  ,dayStart,monthStart,yearStart,dayEnd,monthEnd,yearEnd,duration,complete
14732,Philippines,Philippines,SOUTH EASTERN ASIA,Zambales province,Volcano,Volcanic eruption,5,4,1991,5,4,1991,0,1
14733,Philippines,Philippines,SOUTH EASTERN ASIA,Balangas province,Volcano,Volcanic eruption,,4,1991,,4,1991,,0
14734,Philippines,Philippines,SOUTH EASTERN ASIA,"Zambales, Pampanga, Olong ...",Volcano,Volcanic eruption,9,6,1991,22,6,1991,13,1
14735,Philippines,Philippines,SOUTH EASTERN ASIA,Lake Taal (55 km South Ma ...,Volcano,Volcanic eruption,14,2,1992,14,2,1992,0,1
14736,Philippines,Philippines,SOUTH EASTERN ASIA,"Ligao, Camalig, Guinobata ...",Volcano,Volcanic eruption,6,2,1993,19,3,1993,41,1
14737,Philippines,Philippines,SOUTH EASTERN ASIA,,Volcano,Volcanic eruption,29,7,1995,30,7,1995,1,1
14738,Philippines,Philippines,SOUTH EASTERN ASIA,Albay (Legazpi Province),Volcano,Volcanic eruption,24,2,2000,9,3,2000,14,1
14739,Philippines,Philippines,SOUTH EASTERN ASIA,Luzon Isl.,Volcano,Volcanic eruption,24,5,2001,24,5,2001,0,1
14740,Philippines,Philippines,SOUTH EASTERN ASIA,Legaspi,Volcano,Volcanic eruption,25,7,2001,25,7,2001,0,1
14741,Philippines,Philippines,SOUTH EASTERN ASIA,Albay province,Volcano,Volcanic eruption,13,8,2006,13,8,2006,0,1
14742,Philippines,Philippines,SOUTH EASTERN ASIA,Irosin (Sorsogon province ...,Volcano,Volcanic eruption,31,7,2007,31,7,2007,0,1
14743,Philippines,Philippines,SOUTH EASTERN ASIA,"Camalig, Daraga, Legaspi ...",Volcano,Volcanic eruption,14,12,2009,20,12,2009,6,1
14744,Philippines,Philippines,SOUTH EASTERN ASIA,"Casuguran, Juban, Irosin, ...",Volcano,Volcanic eruption,9,11,2010,9,11,2010,0,1
14745,Philippines,Philippines,SOUTH EASTERN ASIA,"Irosin, Julan, Bulan",Volcano,Volcanic eruption,21,2,2011,21,2,2011,0,1
14746,Philippines,Philippines,SOUTH EASTERN ASIA,"Talisay, San Nicholas, Ba ...",Volcano,Volcanic eruption,17,3,2011,18,4,2011,32,1
14747,Philippines,Philippines,SOUTH EASTERN ASIA,Quezeon & Rizal,Wildfire,Forest fire,2,4,1998,2,4,1998,0,1
14748,Poland,Poland,EASTERN EUROPE,Bytom,Earthquake (seismic activity),Earthquake (ground shaking),4,6,1982,4,6,1982,0,1
14749,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Cold wave,4,1,1997,4,1,1997,0,1
14750,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Cold wave,29,11,1998,29,11,1998,0,1
14751,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Cold wave,,10,1999,,10,1999,,0
14752,Poland,Poland,EASTERN EUROPE,North-East,Extreme temperature,Cold wave,,12,2000,,12,2000,,0
14753,Poland,Poland,EASTERN EUROPE,"North, East regions",Extreme temperature,Cold wave,10,10,2001,10,10,2001,0,1
14754,Poland,Poland,EASTERN EUROPE,North-East,Extreme temperature,Cold wave,,10,2002,,10,2002,,0
14755,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Cold wave,1,11,2008,8,1,2009,68,1
14756,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Cold wave,1,11,2009,26,1,2010,86,1
14757,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Cold wave,,11,2010,,2,2011,,0
14758,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Cold wave,,11,2011,,12,2011,,0
14759,Poland,Poland,EASTERN EUROPE,South-East,Extreme temperature,Cold wave,27,1,2012,,2,2012,,0
14760,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Cold wave,28,10,2012,,,2012,,0
14761,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Cold wave,1,12,2013,21,12,2013,20,1
14762,Poland,Poland,EASTERN EUROPE,,Extreme temperature,Extreme winter conditions,,10,2005,6,2,2006,,0
14763,Poland,Poland,EASTERN EUROPE,"Malopolskie, Swietokrzysk ...",Flood,Flash flood,20,7,2001,3,8,2001,14,1
14764,Poland,Poland,EASTERN EUROPE,"Bogatynia, Radomierzyce, ...",Flood,Flash Flood,7,8,2010,8,8,2010,1,1
14765,Poland,Poland,EASTERN EUROPE,,Flood,General flood,,7,1980,,7,1980,,0
14766,Poland,Poland,EASTERN EUROPE,Plock,Flood,General flood,,1,1982,,1,1982,,0
14767,Poland,Poland,EASTERN EUROPE,,Flood,General flood,,5,1987,,5,1987,,0
14768,Poland,Poland,EASTERN EUROPE,"Katowice, Opole, Walbrzyc ...",Flood,General flood,3,7,1997,9,8,1997,37,1
14769,Poland,Poland,EASTERN EUROPE,Kedzko region,Flood,General flood,23,7,1998,27,7,1998,4,1
14770,Poland,Poland,EASTERN EUROPE,"Podkarpackie, Malopolska ...",Flood,General flood,27,7,2004,2,8,2004,6,1
14771,Poland,Poland,EASTERN EUROPE,"Lower Silesia, northern M ...",Flood,General flood,17,3,2005,26,3,2005,9,1
14772,Poland,Poland,EASTERN EUROPE,"Nowy Sacz, Tarnow regions ...",Flood,General flood,4,6,2006,6,6,2006,2,1
14773,Poland,Poland,EASTERN EUROPE,"Kracow region, Upper and ...",Flood,General Flood,22,6,2009,26,6,2009,4,1
14774,Poland,Poland,EASTERN EUROPE,"Cracovie, Vrasovie, Sil?s ...",Flood,General Flood,17,5,2010,26,5,2010,9,1
14775,Poland,Poland,EASTERN EUROPE,Southwest,Flood,,4,8,1977,4,8,1977,0,1
14776,Poland,Poland,EASTERN EUROPE,Czechowice,Industrial Accident,Explosion,26,6,1971,26,6,1971,0,1
14777,Poland,Poland,EASTERN EUROPE,Warsaw,Industrial Accident,Explosion,,2,1979,,2,1979,,0
14778,Poland,Poland,EASTERN EUROPE,Myslowice (Sil?sie),Industrial Accident,Explosion,,,1987,,,1987,,0
14779,Poland,Poland,EASTERN EUROPE,Jastrzebie Zdroj (Sil?sie ...,Industrial Accident,Explosion,6,2,2002,6,2,2002,0,1
14780,Poland,Poland,EASTERN EUROPE,Halemba (Silesie),Industrial Accident,Explosion,21,11,2006,21,11,2006,0,1
14781,Poland,Poland,EASTERN EUROPE,"Wujek-Slask (Ruda Slaska, ...",Industrial Accident,Explosion,18,9,2009,18,9,2009,0,1
14782,Poland,Poland,EASTERN EUROPE,Chorzow,Miscellaneous accident,Collapse,28,1,2006,28,1,2006,0,1
14783,Poland,Poland,EASTERN EUROPE,Gdansk,Miscellaneous accident,Explosion,17,4,1995,17,4,1995,0,1
14784,Poland,Poland,EASTERN EUROPE,Gorna Grupa,Miscellaneous accident,Fire,,,1980,,,1980,,0
14785,Poland,Poland,EASTERN EUROPE,Gdansk,Miscellaneous accident,Fire,25,11,1994,25,11,1994,0,1
14786,Poland,Poland,EASTERN EUROPE,Kamien Pomorski,Miscellaneous accident,Fire,12,4,2009,13,4,2009,1,1
14787,Poland,Poland,EASTERN EUROPE,,Storm,Extratropical cyclone,4,12,1999,5,12,1999,1,1
14788,Poland,Poland,EASTERN EUROPE,Gdansk region,Storm,Extratropical cyclone,7,1,2005,8,1,2005,1,1
14789,Poland,Poland,EASTERN EUROPE,,Storm,Extratropical cyclone,18,1,2007,18,1,2007,0,1
14790,Poland,Poland,EASTERN EUROPE,,Storm,Extratropical cyclone,1,3,2008,1,3,2008,0,1
14791,Poland,Poland,EASTERN EUROPE,,Storm,Extratropical cyclone (winter storm),27,10,2002,27,10,2002,0,1
14792,Poland,Poland,EASTERN EUROPE,Warsaw,Storm,Local storm,6,7,1928,6,7,1928,0,1
14793,Poland,Poland,EASTERN EUROPE,Baltic coastline,Storm,Local storm,,1,1983,,1,1983,,0
14794,Poland,Poland,EASTERN EUROPE,Stuposiany (Bieszczady re ...,Storm,Local storm,,2,2005,,2,2005,,0
14795,Poland,Poland,EASTERN EUROPE,"Chojne, Krotoszt-yn, Wroc ...",Storm,Local storm,23,7,2009,24,7,2009,1,1
14796,Poland,Poland,EASTERN EUROPE,"Wycinki, Tuchola, Stara R ...",Storm,Local storm,14,7,2012,15,7,2012,1,1
14797,Poland,Poland,EASTERN EUROPE,,Storm,,24,1,1990,26,1,1990,2,1
14798,Poland,Poland,EASTERN EUROPE,,Storm,,27,1,1994,29,1,1994,2,1
14799,Poland,Poland,EASTERN EUROPE,South,Storm,,28,1,2002,28,1,2002,0,1
14800,Poland,Poland,EASTERN EUROPE,Mazurie region,Storm,,21,8,2007,21,8,2007,0,1
14801,Poland,Poland,EASTERN EUROPE,Near Warsaw,Transport Accident,Air,9,5,1987,9,5,1987,0,1
14802,Poland,Poland,EASTERN EUROPE,Miroslawiec,Transport accident,Air,23,1,2008,23,1,2008,0,1
14803,Poland,Poland,EASTERN EUROPE,Dwor,Transport Accident,Rail,22,10,1949,22,10,1949,0,1
14804,Poland,Poland,EASTERN EUROPE,Near Rzepin,Transport Accident,Rail,9,7,1952,9,7,1952,0,1
14805,Poland,Poland,EASTERN EUROPE,Torun,Transport Accident,Rail,19,8,1980,19,8,1980,0,1
14806,Poland,Poland,EASTERN EUROPE,Near Varsovie,Transport Accident,Rail,20,8,1990,20,8,1990,0,1
14807,Poland,Poland,EASTERN EUROPE,Near Szczecin,Transport Accident,Rail,5,5,1997,5,5,1997,0,1
14808,Poland,Poland,EASTERN EUROPE,Szczekociny,Transport accident,Rail,3,3,2012,3,3,2012,0,1
14809,Poland,Poland,EASTERN EUROPE,Gdansk,Transport Accident,Road,2,5,1994,2,5,1994,0,1
14810,Poland,Poland,EASTERN EUROPE,Near Jezewo,Transport Accident,Road,30,9,2005,30,9,2005,0,1
14811,Poland,Poland,EASTERN EUROPE,Nowe nad Polica,Transport accident,Road,12,10,2010,12,10,2010,0,1
14812,Poland,Poland,EASTERN EUROPE,Bieszczady Mountains (Sou ...,Transport Accident,Water,10,1,1991,10,1,1991,0,1
14813,Poland,Poland,EASTERN EUROPE,,Wildfire,Forest fire,3,8,1983,3,8,1983,0,1
14814,Poland,Poland,EASTERN EUROPE,"Gdansk, Szczecin, Bydgosz ...",Wildfire,Forest fire,1,7,1992,18,8,1992,48,1
14815,Portugal,Portugal,SOUTHERN EUROPE,Beja region,Drought,Drought,,4,1983,,,1983,,0
14816,Portugal,Portugal,SOUTHERN EUROPE,,Drought,Drought,,4,1997,,,1997,,0
14817,Portugal,Portugal,SOUTHERN EUROPE,All country,Drought,Drought,,9,2004,,,2005,,0
14818,Portugal,Portugal,SOUTHERN EUROPE,"Porto, Viseau, Braga, Vil ...",Extreme temperature,Cold wave,,1,2009,,1,2009,,0
14819,Portugal,Portugal,SOUTHERN EUROPE,,Extreme temperature,Cold wave,,12,2010,,12,2010,,0
14820,Portugal,Portugal,SOUTHERN EUROPE,,Extreme temperature,Heat wave,,8,2003,,8,2003,,0
14821,Portugal,Portugal,SOUTHERN EUROPE,,Extreme temperature,Heat wave,,7,2006,,7,2006,,0
14822,Portugal,Portugal,SOUTHERN EUROPE,Central and North Regions ...,Flood,Flash flood,8,1,1996,8,1,1996,0,1
14823,Portugal,Portugal,SOUTHERN EUROPE,North,Flood,General flood,22,12,1996,24,12,1996,2,1
14824,Portugal,Portugal,SOUTHERN EUROPE,Mesao Frio region (north) ...,Flood,General flood,26,1,2001,29,1,2001,3,1
14825,Portugal,Portugal,SOUTHERN EUROPE,North,Flood,General flood,26,12,2002,26,12,2002,0,1
14826,Portugal,Portugal,SOUTHERN EUROPE,"Agueda, Bairrada region ( ...",Flood,General flood,1,1,2003,8,1,2003,7,1
14827,Portugal,Portugal,SOUTHERN EUROPE,Algarve province,Flood,General flood,22,10,2006,8,11,2006,17,1
14828,Portugal,Portugal,SOUTHERN EUROPE,"Loures, Sacavem, Setubal ...",Flood,General Flood,18,2,2008,18,2,2008,0,1
14829,Portugal,Portugal,SOUTHERN EUROPE,Funchal (Madera Island),Flood,General Flood,20,2,2010,21,2,2010,1,1
14830,Portugal,Portugal,SOUTHERN EUROPE,Lisbon + 3 other cities,Flood,,26,11,1967,26,11,1967,0,1
14831,Portugal,Portugal,SOUTHERN EUROPE,Madeira Island,Flood,,,1,1979,,1,1979,,0
14832,Portugal,Portugal,SOUTHERN EUROPE,"North coast, Central",Flood,,,2,1979,,2,1979,,0
14833,Portugal,Portugal,SOUTHERN EUROPE,Lisbon,Flood,,29,12,1981,29,12,1981,0,1
14834,Portugal,Portugal,SOUTHERN EUROPE,"Lisbon, Louros, Cascais r ...",Flood,,18,11,1983,18,11,1983,0,1
14835,Portugal,Portugal,SOUTHERN EUROPE,Entre-os-Rios (near Porto ...,Miscellaneous accident,Collapse,4,3,2001,4,3,2001,0,1
14836,Portugal,Portugal,SOUTHERN EUROPE,,Miscellaneous accident,Fire,,4,1975,,4,1975,,0
14837,Portugal,Portugal,SOUTHERN EUROPE,"Lisbon, Chiarodo district ...",Miscellaneous accident,Fire,25,8,1988,25,8,1988,0,1
14838,Portugal,Portugal,SOUTHERN EUROPE,"Paredes, Porto, Vile Nova ...",Storm,Extratropical cyclone (winter storm),27,2,2010,27,2,2010,0,1
14839,Portugal,Portugal,SOUTHERN EUROPE,Atlantic Coast,Storm,,17,1,1973,17,1,1973,0,1
14840,Portugal,Portugal,SOUTHERN EUROPE,,Storm,,25,2,1989,25,2,1989,0,1
14841,Portugal,Portugal,SOUTHERN EUROPE,South,Storm,,30,10,1997,8,11,1997,9,1
14842,Portugal,Portugal,SOUTHERN EUROPE,,Storm,,6,12,2000,6,12,2000,0,1
14843,Portugal,Portugal,SOUTHERN EUROPE,Tagus river (Lisbon),Transport Accident,Air,9,1,1943,9,1,1943,0,1
14844,Portugal,Portugal,SOUTHERN EUROPE,Lisbon,Transport Accident,Air,22,2,1943,22,2,1943,0,1
14845,Portugal,Portugal,SOUTHERN EUROPE,Funchal (Madere),Transport Accident,Air,19,11,1977,19,11,1977,0,1
14846,Portugal,Portugal,SOUTHERN EUROPE,faro,Transport Accident,Air,21,12,1992,21,12,1992,0,1
14847,Portugal,Portugal,SOUTHERN EUROPE,Near Madere Island,Transport Accident,Air,11,9,2003,11,9,2003,0,1
14848,Portugal,Portugal,SOUTHERN EUROPE,Custoias,Transport Accident,Rail,26,7,1964,26,7,1964,0,1
14849,Portugal,Portugal,SOUTHERN EUROPE,Viseu,Transport Accident,Rail,12,9,1985,12,9,1985,0,1
14850,Portugal,Portugal,SOUTHERN EUROPE,Povoa De Santa Iria,Transport Accident,Rail,5,5,1986,5,5,1986,0,1
14851,Portugal,Portugal,SOUTHERN EUROPE,Setubal,Transport Accident,Road,19,3,1985,19,3,1985,0,1
14852,Portugal,Portugal,SOUTHERN EUROPE,Covilha,Transport Accident,Road,4,7,1987,4,7,1987,0,1
14853,Portugal,Portugal,SOUTHERN EUROPE,Near Viseu,Transport Accident,Road,16,8,1990,16,8,1990,0,1
14854,Portugal,Portugal,SOUTHERN EUROPE,Near Santa Comba Dao,Transport Accident,Road,24,3,2001,24,3,2001,0,1
14855,Portugal,Portugal,SOUTHERN EUROPE,Near Vila Velha do Rodao,Transport Accident,Road,5,11,2007,5,11,2007,0,1
14856,Portugal,Portugal,SOUTHERN EUROPE,Near Lisbon,Transport Accident,Water,4,12,1991,4,12,1991,0,1
14857,Portugal,Portugal,SOUTHERN EUROPE,Central region,Wildfire,Forest fire,24,9,1983,24,9,1983,0,1
14858,Portugal,Portugal,SOUTHERN EUROPE,Lamego region,Wildfire,Forest fire,9,9,1985,9,9,1985,0,1
14859,Portugal,Portugal,SOUTHERN EUROPE,Coimbra region (Central P ...,Wildfire,Forest fire,15,6,1986,15,6,1986,0,1
14860,Portugal,Portugal,SOUTHERN EUROPE,,Wildfire,Forest fire,,,1991,,,1991,,0
14861,Portugal,Portugal,SOUTHERN EUROPE,"North, Central",Wildfire,Forest fire,,9,2001,,9,2001,,0
14862,Portugal,Portugal,SOUTHERN EUROPE,"Brabanca, Viseu, Viana do ...",Wildfire,Forest fire,,1,2003,,9,2003,,0
14863,Portugal,Portugal,SOUTHERN EUROPE,"Vila Real, Santarem, Faro ...",Wildfire,Forest fire,,7,2004,,8,2004,,0
14864,Portugal,Portugal,SOUTHERN EUROPE,"Porto, Castelo Branco reg ...",Wildfire,Forest fire,15,5,2005,14,7,2005,60,1
14865,Puerto Rico,Puerto Rico,CARIBBEAN,,Drought,Drought,,7,1994,,9,1994,,0
14866,Puerto Rico,Puerto Rico,CARIBBEAN,,Earthquake (seismic activity),Earthquake (ground shaking),,,1918,,,1918,,0
14867,Puerto Rico,Puerto Rico,CARIBBEAN,"Patillas, Toa Baja, Cayey ...",Flood,General flood,5,1,1992,8,1,1992,3,1
14868,Puerto Rico,Puerto Rico,CARIBBEAN,"Yauco, Guayanilla",Flood,General flood,6,5,2001,7,5,2001,1,1
14869,Puerto Rico,Puerto Rico,CARIBBEAN,"Las Piedras, Rio Grande, ...",Flood,General flood,16,4,2003,22,4,2003,6,1
14870,Puerto Rico,Puerto Rico,CARIBBEAN,San Juan,Flood,General flood,23,5,2004,1,6,2004,9,1
14871,Puerto Rico,Puerto Rico,CARIBBEAN,,Flood,,,10,1970,,10,1970,,0
14872,Puerto Rico,Puerto Rico,CARIBBEAN,,Flood,,7,10,1985,7,10,1985,0,1
14873,Puerto Rico,Puerto Rico,CARIBBEAN,San Juan,Industrial Accident,Chemical Spill,,,1981,,,1981,,0
14874,Puerto Rico,Puerto Rico,CARIBBEAN,San Juan,Industrial Accident,Explosion,23,10,2009,23,10,2009,0,1
14875,Puerto Rico,Puerto Rico,CARIBBEAN,,Mass movement wet,Landslide,,,1981,,,1981,,0
14876,Puerto Rico,Puerto Rico,CARIBBEAN,,Mass movement wet,Landslide,,10,1985,,10,1985,,0
14877,Puerto Rico,Puerto Rico,CARIBBEAN,San Juan,Miscellaneous accident,Explosion,21,11,1996,21,11,1996,0,1
14878,Puerto Rico,Puerto Rico,CARIBBEAN,San Juan,Miscellaneous accident,Fire,31,12,1986,31,12,1986,0,1
14879,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,,9,1928,,9,1928,,0
14880,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,,9,1932,,9,1932,,0
14881,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,,9,1960,,9,1960,,0
14882,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,,9,1975,,9,1975,,0
14883,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,,8,1979,,8,1979,,0
14884,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,4,8,1989,4,8,1989,0,1
14885,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,17,9,1989,17,9,1989,0,1
14886,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,3,9,1995,7,9,1995,4,1
14887,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,13,9,1995,19,9,1995,6,1
14888,Puerto Rico,Puerto Rico,CARIBBEAN,"Nagabo, Guayanilla, Ponce ...",Storm,Tropical cyclone,3,9,1996,16,9,1996,13,1
14889,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,,9,1998,,9,1998,,0
14890,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,15,11,1999,19,11,1999,4,1
14891,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,9,12,2003,9,12,2003,0,1
14892,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,31,8,2004,31,8,2004,0,1
14893,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,14,9,2004,14,9,2004,0,1
14894,Puerto Rico,Puerto Rico,CARIBBEAN,San Juan area,Storm,Tropical cyclone,11,12,2007,17,12,2007,6,1
14895,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,4,8,2011,4,8,2011,0,1
14896,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,22,8,2011,22,8,2011,0,1
14897,Puerto Rico,Puerto Rico,CARIBBEAN,,Storm,Tropical cyclone,25,8,2012,25,8,2012,0,1
14898,Puerto Rico,Puerto Rico,CARIBBEAN,Near Caomo,Transport Accident,Air,1,10,1942,1,10,1942,0,1
14899,Puerto Rico,Puerto Rico,CARIBBEAN,Near Caguas,Transport Accident,Air,7,8,2002,7,8,2002,0,1
14900,Puerto Rico,Puerto Rico,CARIBBEAN,,Transport Accident,Water,19,4,1989,19,4,1989,0,1
14901,Puerto Rico,Puerto Rico,CARIBBEAN,,Transport Accident,Water,17,1,2000,17,1,2000,0,1
14902,Puerto Rico,Puerto Rico,CARIBBEAN,,Transport Accident,Water,8,3,2000,8,3,2000,0,1
14903,Puerto Rico,Puerto Rico,CARIBBEAN,,Transport Accident,Water,19,2,2004,19,2,2004,0,1
14904,Puerto Rico,Puerto Rico,CARIBBEAN,,Transport Accident,Water,12,7,2004,12,7,2004,0,1
14905,Qatar,Qatar,WESTERN ASIA,Doha,Miscellaneous accident,Fire,28,5,2012,28,5,2012,0,1
14906,Qatar,Qatar,WESTERN ASIA,Near Doha,Transport accident,Water,30,6,2009,30,6,2009,0,1
14907,Reunion,,EASTERN AFRICA,,Epidemic,Viral Infectious Diseases,28,3,2005,5,2,2006,314,1
14908,Reunion,,EASTERN AFRICA,,Storm,Tropical cyclone,26,1,1948,27,1,1948,1,1
14909,Reunion,,EASTERN AFRICA,,Storm,Tropical cyclone,27,1,1980,27,1,1980,0,1
14910,Reunion,,EASTERN AFRICA,,Storm,Tropical cyclone,,4,1984,,4,1984,,0
14911,Reunion,,EASTERN AFRICA,Saint Denis,Storm,Tropical cyclone,13,2,1987,13,2,1987,0,1
14912,Reunion,,EASTERN AFRICA,Southwest Isl.,Storm,Tropical cyclone,29,1,1989,29,1,1989,0,1
14913,Reunion,,EASTERN AFRICA,,Storm,Tropical cyclone,18,1,1993,18,1,1993,0,1
14914,Reunion,,EASTERN AFRICA,,Storm,Tropical cyclone,30,1,2000,30,1,2000,0,1
14915,Reunion,,EASTERN AFRICA,,Storm,Tropical cyclone,,1,2002,,1,2002,,0
14916,Reunion,,EASTERN AFRICA,,Storm,Tropical cyclone,25,2,2007,25,2,2007,0,1
14917,Reunion,,EASTERN AFRICA,Indian ocean,Transport Accident,Water,24,8,1991,24,8,1991,0,1
14918,Reunion,,EASTERN AFRICA,Indian Ocean,Transport Accident,Water,18,9,1991,18,9,1991,0,1
14919,Reunion,,EASTERN AFRICA,Sainte Rose,Volcano,Volcanic eruption,8,4,1977,8,4,1977,0,1
14920,Romania,Romania,EASTERN EUROPE,,Drought,Drought,,5,1983,,,1983,,0
14921,Romania,Romania,EASTERN EUROPE,"Dolj, Mehedinti, Teleorma ...",Drought,Drought,,6,2000,,,2000,,0
14922,Romania,Romania,EASTERN EUROPE,,Earthquake (seismic activity),Earthquake (ground shaking),6,10,1908,6,10,1908,0,1
14923,Romania,Romania,EASTERN EUROPE,,Earthquake (seismic activity),Earthquake (ground shaking),12,5,1912,12,5,1912,0,1
14924,Romania,Romania,EASTERN EUROPE,,Earthquake (seismic activity),Earthquake (ground shaking),14,6,1913,14,6,1913,0,1
14925,Romania,Romania,EASTERN EUROPE,,Earthquake (seismic activity),Earthquake (ground shaking),26,1,1916,26,1,1916,0,1
14926,Romania,Romania,EASTERN EUROPE,,Earthquake (seismic activity),Earthquake (ground shaking),14,4,1928,14,4,1928,0,1
14927,Romania,Romania,EASTERN EUROPE,,Earthquake (seismic activity),Earthquake (ground shaking),29,3,1934,29,3,1934,0,1
14928,Romania,Romania,EASTERN EUROPE,Bucharest,Earthquake (seismic activity),Earthquake (ground shaking),10,11,1940,10,11,1940,0,1
14929,Romania,Romania,EASTERN EUROPE,,Earthquake (seismic activity),Earthquake (ground shaking),7,9,1945,7,9,1945,0,1
14930,Romania,Romania,EASTERN EUROPE,,Earthquake (seismic activity),Earthquake (ground shaking),9,12,1945,9,12,1945,0,1
14931,Romania,Romania,EASTERN EUROPE,Bucharest,Earthquake (seismic activity),Earthquake (ground shaking),4,3,1977,4,3,1977,0,1
14932,Romania,Romania,EASTERN EUROPE,Bucharest-Braila-Brasov A ...,Earthquake (seismic activity),Earthquake (ground shaking),30,5,1990,30,5,1990,0,1
14933,Romania,Romania,EASTERN EUROPE,Orosova area,Earthquake (seismic activity),Earthquake (ground shaking),18,7,1991,18,7,1991,0,1
14934,Romania,Romania,EASTERN EUROPE,Vouteg (Timis province),Earthquake (seismic activity),Earthquake (ground shaking),2,12,1991,2,12,1991,0,1
14935,Romania,Romania,EASTERN EUROPE,"Bucharest, Dolj, Galati a ...",Epidemic,Bacterial Infectious Diseases,30,7,1996,15,10,1996,77,1
14936,Romania,Romania,EASTERN EUROPE,"Suceava, Iasi, Bacau, Nea ...",Epidemic,Bacterial Infectious Diseases,,6,1999,,6,1999,,0
14937,Romania,Romania,EASTERN EUROPE,,Epidemic,Viral Infectious Diseases,19,3,2003,19,3,2003,0,1
14938,Romania,Romania,EASTERN EUROPE,,Extreme temperature,Cold wave,8,3,1993,8,3,1993,0,1
14939,Romania,Romania,EASTERN EUROPE,"Jasi, Bucarest Department ...",Extreme temperature,Cold wave,18,11,1998,18,11,1998,0,1
14940,Romania,Romania,EASTERN EUROPE,"Iasi, Bacau, Focsani, Bis ...",Extreme temperature,Cold wave,1,12,2001,1,12,2001,0,1
14941,Romania,Romania,EASTERN EUROPE,"Bucarest, Iasi, Cluj, Ora ...",Extreme temperature,Cold wave,7,12,2002,7,12,2002,0,1
14942,Romania,Romania,EASTERN EUROPE,Bucarest,Extreme temperature,Cold wave,10,12,2007,,,2008,,0
14943,Romania,Romania,EASTERN EUROPE,,Extreme temperature,Cold wave,1,1,2009,15,1,2009,14,1
14944,Romania,Romania,EASTERN EUROPE,,Extreme temperature,Cold wave,20,12,2009,23,12,2009,3,1
14945,Romania,Romania,EASTERN EUROPE,Bucarest; Arges departmen ...,Extreme temperature,Cold wave,22,1,2010,26,1,2010,4,1
14946,Romania,Romania,EASTERN EUROPE,"Tulcea, Botosani, Neamt, ...",Extreme temperature,Cold wave,23,1,2012,16,2,2012,24,1
14947,Romania,Romania,EASTERN EUROPE,All country,Extreme temperature,Extreme winter conditions,20,1,2006,28,1,2006,8,1
14948,Romania,Romania,EASTERN EUROPE,,Extreme temperature,Heat wave,,5,1994,,5,1994,,0
14949,Romania,Romania,EASTERN EUROPE,,Extreme temperature,Heat wave,4,7,1996,4,7,1996,0,1
14950,Romania,Romania,EASTERN EUROPE,,Extreme temperature,Heat wave,3,8,1998,3,8,1998,0,1
14951,Romania,Romania,EASTERN EUROPE,"Bucarest, Bechet (South) ...",Extreme temperature,Heat wave,,7,2000,,7,2000,,0
14952,Romania,Romania,EASTERN EUROPE,,Extreme temperature,Heat wave,1,7,2004,,7,2004,,0
14953,Romania,Romania,EASTERN EUROPE,Bucharest,Extreme temperature,Heat wave,27,7,2005,1,8,2005,5,1
14954,Romania,Romania,EASTERN EUROPE,,Extreme temperature,Heat wave,29,6,2006,,7,2006,,0
14955,Romania,Romania,EASTERN EUROPE,"Lasi, Caras Severin, Ilfo ...",Extreme temperature,Heat wave,,6,2007,,7,2007,,0
14956,Romania,Romania,EASTERN EUROPE,"East, Center, Sud-East",Flood,Flash flood,,8,2002,,8,2002,,0
14957,Romania,Romania,EASTERN EUROPE,,Flood,Flash flood,2,1,2003,2,1,2003,0,1
14958,Romania,Romania,EASTERN EUROPE,"Constanta, Vaslui, Bacau",Flood,Flash flood,27,8,2004,27,8,2004,0,1
